Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Filament Material","Color","Filament Diameter","Weight","Tensile Strength","Flex Strength","Density","Operating Temperature","Features"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Brown.jpg,ABS17BR25-ND,ABS17BR25,MG Chemicals,FILAMENT BROWN ABS 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Brown","0.070"" (1.75mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Gold.jpg,ABS17GO25-ND,ABS17GO25,MG Chemicals,FILAMENT GOLD ABS 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Gold","0.070"" (1.75mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,-,ABS17SI25-ND,ABS17SI25,MG Chemicals,FILAMENT SILVER ABS 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Silver","0.070"" (1.75mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,-,ABS17GD25-ND,ABS17GD25,MG Chemicals,FILAMENT GREEN ABS 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Green (Glow in the Dark)","0.070"" (1.75mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Light%20Skin.jpg,ABS17SK25-ND,ABS17SK25,MG Chemicals,FILAMENT PEACH ABS 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Peach (Light Skin)","0.070"" (1.75mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Navy.jpg,ABS17NA25-ND,ABS17NA25,MG Chemicals,FILAMENT BLUE ABS 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Blue (Navy Blue)","0.070"" (1.75mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Lime.jpg,ABS17LI25-ND,ABS17LI25,MG Chemicals,FILAMENT GREEN ABS 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Green (Lime)","0.070"" (1.75mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Translucent.jpg,ABS30TL25-ND,ABS30TL25,MG Chemicals,FILAMENT TRANS ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Translucent","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20White.jpg,ABS30WH25-ND,ABS30WH25,MG Chemicals,FILAMENT WHITE ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","White","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Black.jpg,ABS30BK25-ND,ABS30BK25,MG Chemicals,FILAMENT BLACK ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Black","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Red.jpg,ABS30RE25-ND,ABS30RE25,MG Chemicals,FILAMENT RED ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Red","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Yellow.jpg,ABS30YE25-ND,ABS30YE25,MG Chemicals,FILAMENT YELLOW ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Yellow","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Green.jpg,ABS30GR25-ND,ABS30GR25,MG Chemicals,FILAMENT GREEN ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Green","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Blue.jpg,ABS30BL25-ND,ABS30BL25,MG Chemicals,FILAMENT BLUE ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Blue","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Orange.jpg,ABS30OR25-ND,ABS30OR25,MG Chemicals,FILAMENT ORANGE ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Orange","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Purple.jpg,ABS30PU25-ND,ABS30PU25,MG Chemicals,FILAMENT PURPLE ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Purple","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Grey.jpg,ABS30GY25-ND,ABS30GY25,MG Chemicals,FILAMENT GRAY ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Gray","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Pink.jpg,ABS30PI25-ND,ABS30PI25,MG Chemicals,FILAMENT PINK ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Pink","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Brown.jpg,ABS30BR25-ND,ABS30BR25,MG Chemicals,FILAMENT BROWN ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Brown","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Gold.jpg,ABS30GO25-ND,ABS30GO25,MG Chemicals,FILAMENT GOLD ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Gold","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,-,ABS30SI25-ND,ABS30SI25,MG Chemicals,FILAMENT SILVER ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Silver","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Glow%20in%20the%20dark.jpg,ABS30GD25-ND,ABS30GD25,MG Chemicals,FILAMENT GREEN ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Green (Glow in the Dark)","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,-,ABS30SK25-ND,ABS30SK25,MG Chemicals,FILAMENT PEACH ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Peach (Light Skin)","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Navy.jpg,ABS30NA25-ND,ABS30NA25,MG Chemicals,FILAMENT BLUE ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Blue (Navy Blue)","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-abs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Lime.jpg,ABS30LI25-ND,ABS30LI25,MG Chemicals,FILAMENT GREEN ABS 0.118"" 250G,0,0,"Obsolete","0","2","-","Obsolete","ABS (Acrylonitrile Butadiene Styrene)","Green (Lime)","0.118"" (3.00mm)","0.551 lb (250.0g)","45N/mm²","77N/mm²","1.05g/cm³","230°C ~ 240°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Translucent.jpg,PLA17TL25-ND,PLA17TL25,MG Chemicals,FILAMENT TRANS PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Translucent","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20White.jpg,PLA17WH25-ND,PLA17WH25,MG Chemicals,FILAMENT WHITE PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","White","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Black.jpg,PLA17BK25-ND,PLA17BK25,MG Chemicals,FILAMENT BLACK PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Black","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Red.jpg,PLA17RE25-ND,PLA17RE25,MG Chemicals,FILAMENT RED PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Red","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Yellow.jpg,PLA17YE25-ND,PLA17YE25,MG Chemicals,FILAMENT YELLOW PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Yellow","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Green.jpg,PLA17GR25-ND,PLA17GR25,MG Chemicals,FILAMENT GREEN PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Green","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Blue.jpg,PLA17BL25-ND,PLA17BL25,MG Chemicals,FILAMENT BLUE PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Blue","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Orange.jpg,PLA17OR25-ND,PLA17OR25,MG Chemicals,FILAMENT ORANGE PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Orange","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Purple.jpg,PLA17PU25-ND,PLA17PU25,MG Chemicals,FILAMENT PURPLE PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Purple","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Grey.jpg,PLA17GY25-ND,PLA17GY25,MG Chemicals,FILAMENT GRAY PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Gray","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Pink.jpg,PLA17PI25-ND,PLA17PI25,MG Chemicals,FILAMENT PINK PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Pink","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Brown.jpg,PLA17BR25-ND,PLA17BR25,MG Chemicals,FILAMENT BROWN PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Brown","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Gold.jpg,PLA17GO25-ND,PLA17GO25,MG Chemicals,FILAMENT GOLD PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Gold","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Metalic%20Silver.jpg,PLA17SI25-ND,PLA17SI25,MG Chemicals,FILAMENT SILVER PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Silver","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Glow%20in%20the%20dark.jpg,PLA17GD25-ND,PLA17GD25,MG Chemicals,FILAMENT GREEN PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Green (Glow in the Dark)","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Light%20Skin.jpg,PLA17SK25-ND,PLA17SK25,MG Chemicals,FILAMENT PEACH PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Peach (Light Skin)","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Navy.jpg,PLA17NA25-ND,PLA17NA25,MG Chemicals,FILAMENT BLUE PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Blue (Navy Blue)","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Lime.jpg,PLA17LI25-ND,PLA17LI25,MG Chemicals,FILAMENT GREEN PLA 0.07"" 250G,0,0,"Obsolete","0","2","-","Obsolete","PLA (Polylactide)","Green (Lime)","0.070"" (1.75mm)","0.551 lb (250.0g)","100N/mm²","-","1.24g/cm³","210°C ~ 220°C","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Translucent.jpg,PLA30TL25-ND,PLA30TL25,MG Chemicals,PREM 3D FLMNT TRANSLUCENT,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20White.jpg,PLA30WH25-ND,PLA30WH25,MG Chemicals,PREM 3D FLMNT WHITE,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Black.jpg,PLA30BK25-ND,PLA30BK25,MG Chemicals,PREM 3D FLMNT BLACK,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Red.jpg,PLA30RE25-ND,PLA30RE25,MG Chemicals,PREM 3D FLMNT RED,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Yellow.jpg,PLA30YE25-ND,PLA30YE25,MG Chemicals,PREM 3D FLMNT YELLOW,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Green.jpg,PLA30GR25-ND,PLA30GR25,MG Chemicals,PREM 3D FLMNT GREEN,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Blue.jpg,PLA30BL25-ND,PLA30BL25,MG Chemicals,PREM 3D FLMNT BLUE,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Orange.jpg,PLA30OR25-ND,PLA30OR25,MG Chemicals,PREM 3D FLMNT ORANGE,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Purple.jpg,PLA30PU25-ND,PLA30PU25,MG Chemicals,PREM 3D FLMNT PURPLE,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Grey.jpg,PLA30GY25-ND,PLA30GY25,MG Chemicals,PREM 3D FLMNT GRAY,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Pink.jpg,PLA30PI25-ND,PLA30PI25,MG Chemicals,PREM 3D FLMNT PINK,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Brown.jpg,PLA30BR25-ND,PLA30BR25,MG Chemicals,PREM 3D FLMNT BROWN,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Gold.jpg,PLA30GO25-ND,PLA30GO25,MG Chemicals,PREM 3D FLMNT GOLD,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Metalic%20Silver.jpg,PLA30SI25-ND,PLA30SI25,MG Chemicals,PREM 3D FLMNT SILVER,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Glow%20in%20the%20dark.jpg,PLA30GD25-ND,PLA30GD25,MG Chemicals,PREM 3D FLMNT GLOW GN,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,-,PLA30SK25-ND,PLA30SK25,MG Chemicals,PREM 3D FLMNT LIGHT SKIN,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_PREM%203D%20FLMNT%20Navy.jpg,PLA30NA25-ND,PLA30NA25,MG Chemicals,PREM 3D FLMNT NAVY,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-3d-filaments-pla.pdf,-,PLA30LI25-ND,PLA30LI25,MG Chemicals,PREM 3D FLMNT LIME,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0359_Web.pdf,-,FIT0359-ND,FIT0359,DFRobot,FILAMENT YELLOW PVA 0.118"" 500G,0,0,"Obsolete","0","1","-","Obsolete","PVA (Polyvinyl Alcohol)","Yellow (Pale Yellow)","0.118"" (3.00mm)","1.102 lb (500.0g)","-","-","1.3g/cm³","160°C ~ 175°C","-"
